contact,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contacts,financial,campaigns,demographic
cellular,644.5,1.4,93.444,-36.1,4.968,5228.1,1001.0,2,1,42
cellular,644.5,-1.8,93.075,-47.1,1.453,5099.1,1000.0,2,1,56
telephone,54.0,1.4,94.465,-41.8,4.959,5228.1,1000.0,4,1,48
telephone,220.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,1,1,54
telephone,68.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,45
cellular,38.0,-0.1,93.2,-42.0,4.021,5195.8,1002.0,2,1,45
cellular,13.0,-1.8,92.893,-46.2,1.244,5099.1,1002.0,4,1,49
telephone,489.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,0,1,47
cellular,133.0,-1.8,93.075,-47.1,1.423,5099.1,1001.0,0,1,55
cellular,197.0,-1.1,94.601,-49.5,0.965,4963.6,1001.0,0,1,44
cellular,175.0,1.4,93.444,-36.1,4.967,5228.1,1003.0,3,1,43
cellular,185.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,2,1,53
telephone,7.0,-1.7,94.215,-40.3,0.861,4991.6,1000.0,2,1,32
cellular,150.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,40
telephone,234.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,49
telephone,78.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,5,1,50
cellular,106.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,3,1,55
cellular,220.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,2,1,36
cellular,186.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,2,1,41
telephone,180.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,2,1,52
cellular,44.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,0,1,58
cellular,104.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,3,1,66
telephone,311.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,2,1,64
cellular,98.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,4,1,53
telephone,254.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,3,1,53
cellular,116.0,1.4,93.918,-42.7,4.961,5228.1,1004.0,0,1,48
cellular,227.0,-1.8,92.893,-46.2,1.299,5099.1,1000.0,0,1,59
cellular,65.0,-2.9,92.201,-31.4,0.825,5076.2,1002.0,0,2,37
cellular,271.0,-0.1,93.2,-42.0,4.153,5195.8,1002.0,0,1,47
cellular,644.5,-1.8,92.893,-46.2,1.244,5099.1,1001.0,2,1,33
cellular,182.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0,1,45
telephone,283.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,0,1,59
telephone,65.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,46
cellular,500.0,-3.0,92.713,-33.0,0.707,5023.5,1000.0,2,1,48
cellular,229.0,-1.8,92.843,-50.0,1.531,5099.1,1001.0,0,1,56
cellular,139.0,-1.7,94.027,-38.3,0.9,4991.6,997.0,2,3,40
cellular,18.0,-0.1,93.2,-42.0,4.021,5195.8,1004.0,0,1,58
telephone,96.0,1.1,93.994,-36.4,4.857,5191.0,1004.0,2,1,57
telephone,294.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,2,1,48
telephone,139.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2,1,35
telephone,316.0,1.4,94.465,-41.8,4.959,5228.1,1000.0,1,1,40
cellular,591.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,4,1,63
cellular,644.5,-0.1,93.2,-42.0,4.12,5195.8,1000.0,0,1,42
cellular,177.0,1.4,93.918,-42.7,4.961,5228.1,1002.0,3,1,35
telephone,168.0,-1.8,92.893,-46.2,1.299,5099.1,1004.0,2,1,45
telephone,93.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,1,1,33
cellular,300.0,-1.7,94.055,-39.8,0.748,4991.6,1002.0,2,2,54
cellular,644.5,1.4,93.918,-42.7,4.963,5228.1,1005.0,2,1,56
cellular,302.0,-1.8,92.893,-46.2,1.313,5099.1,1000.0,4,1,49
cellular,561.0,-1.7,94.215,-40.3,0.846,4991.6,1001.0,0,1,53
cellular,201.0,-0.1,93.2,-42.0,4.12,5195.8,1003.0,0,1,63
cellular,228.0,-1.8,92.893,-46.2,1.327,5099.1,1003.0,0,1,36
telephone,609.0,-0.1,93.2,-42.0,4.191,5195.8,1002.0,2,1,56
telephone,35.0,-1.7,94.215,-40.3,0.835,4991.6,1000.0,4,1,41
cellular,90.0,-1.8,92.893,-46.2,1.27,5099.1,1000.0,2,1,48
cellular,644.5,1.4,93.444,-36.1,4.964,5228.1,1005.0,2,1,48
cellular,213.0,-1.8,93.075,-47.1,1.445,5099.1,1002.0,2,1,43
cellular,119.0,-1.8,93.075,-47.1,1.365,5099.1,1000.0,2,1,36
telephone,57.0,1.4,94.465,-41.8,4.96,5228.1,1005.0,2,1,59
telephone,138.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,0,1,36
cellular,417.0,1.4,93.444,-36.1,4.963,5228.1,1004.0,2,1,46
telephone,244.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,0,1,32
cellular,314.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,3,1,66
telephone,197.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,0,1,50
cellular,255.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,60
cellular,125.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,2,1,37
cellular,308.0,-0.1,93.2,-42.0,4.076,5195.8,997.0,3,3,62
cellular,96.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0,1,45
cellular,9.0,-1.8,92.893,-46.2,1.244,5099.1,1004.0,2,1,67
cellular,305.0,-1.8,92.893,-46.2,1.264,5099.1,1000.0,2,1,43
cellular,108.0,-0.1,93.2,-42.0,4.153,5195.8,1004.0,2,1,36
telephone,97.0,1.4,94.465,-41.8,4.947,5228.1,1001.0,1,1,49
cellular,97.0,-2.9,92.201,-31.4,0.851,5076.2,1001.0,2,1,35
cellular,68.0,-2.9,92.963,-40.8,1.215,5076.2,997.0,2,3,65
telephone,24.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,4,2,36
telephone,109.0,1.1,93.994,-36.4,4.855,5191.0,1003.0,0,1,49
cellular,282.0,-1.8,92.893,-46.2,1.334,5099.1,1003.0,3,1,51
cellular,44.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,2,1,58
cellular,55.0,1.4,93.444,-36.1,4.963,5228.1,1001.0,2,1,39
telephone,513.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,56
cellular,342.0,-1.8,92.893,-46.2,1.291,5099.1,1001.0,0,1,32
cellular,345.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,2,1,63
cellular,100.0,-1.8,92.893,-46.2,1.354,5099.1,1001.0,1,1,41
cellular,8.0,-1.8,92.893,-46.2,1.266,5099.1,1005.0,4,1,42
telephone,222.0,1.1,93.994,-36.4,4.858,5191.0,1004.0,3,1,61
cellular,493.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,5,1,29
cellular,644.5,-2.9,92.963,-40.8,1.268,5076.2,1000.0,0,1,68
telephone,38.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,2,1,41
cellular,415.0,-1.7,94.027,-38.3,0.886,4991.6,997.0,2,3,34
cellular,73.0,-1.8,92.893,-46.2,1.25,5099.1,1000.0,3,1,34
telephone,193.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0,1,69
cellular,474.0,-1.8,92.893,-46.2,1.291,5099.1,1002.0,0,1,51
telephone,349.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,2,1,39
cellular,129.0,-1.8,92.893,-46.2,1.313,5099.1,1001.0,0,1,32
cellular,644.5,-1.8,92.893,-46.2,1.291,5099.1,1000.0,3,1,49
cellular,94.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,3,1,34
telephone,617.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,3,1,41
cellular,644.5,1.4,93.918,-42.7,4.96,5228.1,1001.0,2,1,59
telephone,170.0,-1.8,92.893,-46.2,1.344,5099.1,1001.0,3,1,39
telephone,246.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,1,1,58
telephone,644.5,1.1,93.994,-36.4,4.856,5191.0,1000.0,2,1,34
telephone,9.0,1.4,94.465,-41.8,4.959,5228.1,1001.0,0,1,43
telephone,327.0,1.4,94.465,-41.8,4.866,5228.1,1001.0,2,1,45
telephone,175.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,3,1,37
cellular,14.0,-1.8,92.893,-46.2,1.313,5099.1,1005.0,3,1,43
cellular,53.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,40
cellular,157.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0,1,40
telephone,66.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,2,1,35
telephone,190.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1,1,51
cellular,111.0,-2.9,92.963,-40.8,1.215,5076.2,1004.0,0,1,65
cellular,36.0,-0.1,93.2,-42.0,4.021,5195.8,1001.0,2,1,39
telephone,249.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,45
cellular,186.0,-2.9,92.201,-31.4,0.861,5076.2,1000.0,4,1,78
telephone,207.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,2,1,59
cellular,152.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,0,1,45
cellular,644.5,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,48
telephone,260.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3,1,49
cellular,454.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,5,1,63
telephone,73.0,1.4,94.465,-41.8,4.96,5228.1,1000.0,3,1,57
cellular,318.0,-1.8,92.893,-46.2,1.281,5099.1,1003.0,2,1,41
cellular,266.0,-1.7,94.055,-39.8,0.748,4991.6,1002.0,2,1,35
cellular,175.0,-1.8,93.876,-40.0,0.697,5008.7,997.0,0,5,46
cellular,202.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,2,1,30
telephone,483.0,1.1,93.994,-36.4,4.855,5191.0,1002.0,1,1,44
cellular,215.0,-1.7,94.027,-38.3,0.904,4991.6,1000.0,0,1,33
cellular,254.0,-3.4,92.649,-30.1,0.715,5017.5,1004.0,2,1,32
cellular,73.0,-1.8,92.893,-46.2,1.25,5099.1,1002.0,4,1,36
telephone,172.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,0,1,36
cellular,508.0,-2.9,92.963,-40.8,1.26,5076.2,1000.0,2,1,36
cellular,83.0,-1.8,92.843,-50.0,1.56,5099.1,1003.0,0,1,76
cellular,245.0,-1.8,92.893,-46.2,1.25,5099.1,1005.0,4,1,31
cellular,121.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,0,1,41
cellular,163.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,5,1,51
telephone,29.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0,1,45
cellular,309.0,1.4,93.444,-36.1,4.964,5228.1,1002.0,4,1,40
telephone,164.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,3,1,46
cellular,145.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,2,1,46
cellular,275.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,2,1,39
cellular,203.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,0,1,46
cellular,239.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,0,1,34
cellular,644.5,1.4,93.918,-42.7,4.96,5228.1,1001.0,1,1,49
cellular,209.0,-1.8,92.893,-46.2,1.291,5099.1,1001.0,0,1,43
cellular,101.0,-0.1,93.2,-42.0,4.153,5195.8,1004.0,0,1,38
cellular,179.0,-1.8,93.075,-47.1,1.41,5099.1,1000.0,2,1,46
telephone,160.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,2,1,36
cellular,239.0,-1.8,92.893,-46.2,1.244,5099.1,1001.0,2,1,26
telephone,68.0,1.1,93.994,-36.4,4.856,5191.0,1002.0,3,1,43
cellular,55.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,4,1,64
telephone,55.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,0,1,40
cellular,30.0,1.4,93.444,-36.1,4.964,5228.1,1003.0,2,1,51
cellular,171.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,2,1,38
cellular,445.0,-1.8,92.893,-46.2,1.299,5099.1,1001.0,2,1,57
cellular,644.5,-1.8,93.075,-47.1,1.405,5099.1,1002.0,2,1,36
cellular,137.0,-2.9,92.201,-31.4,0.869,5076.2,997.0,2,3,61
cellular,468.0,1.4,93.918,-42.7,4.962,5228.1,1003.0,0,1,47
telephone,136.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,4,1,53
cellular,644.5,-1.8,92.893,-46.2,1.291,5099.1,1000.0,2,1,63
telephone,122.0,1.1,93.994,-36.4,4.859,5191.0,1003.0,0,1,40
cellular,588.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,4,1,57
telephone,4.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,2,1,38
cellular,151.0,1.4,93.444,-36.1,4.97,5228.1,1000.0,2,1,48
telephone,29.0,1.1,93.994,-36.4,4.864,5191.0,1003.0,2,1,44
cellular,375.0,-1.7,94.215,-40.3,0.827,4991.6,1002.0,2,1,45
cellular,69.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0,1,50
telephone,71.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,0,1,54
telephone,518.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,3,1,69
telephone,210.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3,1,53
telephone,63.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0,1,44
cellular,255.0,-1.8,92.893,-46.2,1.291,5099.1,1001.0,2,1,45
cellular,350.0,1.4,93.918,-42.7,4.961,5228.1,1003.0,2,1,47
cellular,400.0,-1.8,92.893,-46.2,1.299,5099.1,1001.0,0,1,41
cellular,54.0,-1.8,92.893,-46.2,1.299,5099.1,1000.0,2,1,60
telephone,73.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,5,1,52
cellular,644.5,1.4,93.444,-36.1,4.967,5228.1,1000.0,1,1,44
cellular,58.0,-1.8,92.893,-46.2,1.25,5099.1,1001.0,0,1,65
telephone,328.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,38
cellular,354.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,4,1,42
telephone,473.0,1.4,94.465,-41.8,4.959,5228.1,1000.0,1,1,68
cellular,644.5,1.4,93.444,-36.1,4.963,5228.1,1002.0,0,1,59
telephone,180.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,0,1,46
cellular,252.0,-1.7,94.215,-40.3,0.846,4991.6,997.0,0,4,38
telephone,409.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,0,1,40
cellular,644.5,-1.8,93.075,-47.1,1.423,5099.1,1000.0,2,1,39
cellular,503.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0,1,48
cellular,504.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,1,1,44
cellular,73.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,2,1,46
cellular,375.0,-1.1,94.601,-49.5,0.972,4963.6,1003.0,2,2,47
telephone,34.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,3,1,30
cellular,25.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,2,1,49
telephone,225.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,0,1,56
cellular,297.0,-1.8,93.075,-47.1,1.365,5099.1,997.0,4,4,66
telephone,19.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,4,1,40
cellular,356.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,2,1,44
telephone,68.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,2,1,60
cellular,210.0,-1.8,92.893,-46.2,1.266,5099.1,1002.0,2,1,38
telephone,224.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0,1,45
cellular,37.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0,1,36
telephone,70.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,2,1,34
telephone,253.0,1.4,94.465,-41.8,4.955,5228.1,1000.0,2,1,35
cellular,221.0,1.4,93.918,-42.7,4.968,5228.1,1000.0,3,1,61
cellular,25.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,3,1,25
cellular,233.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,46
telephone,143.0,1.4,94.465,-41.8,4.865,5228.1,1001.0,0,1,58
cellular,61.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,2,1,72
cellular,638.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,2,1,62
cellular,12.0,-1.8,93.075,-47.1,1.405,5099.1,1004.0,1,1,55
cellular,107.0,-0.1,93.2,-42.0,4.021,5195.8,1003.0,1,1,63
cellular,580.0,1.4,93.444,-36.1,4.966,5228.1,1002.0,2,1,43
cellular,128.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,2,1,48
cellular,644.5,1.4,93.918,-42.7,4.963,5228.1,1001.0,2,1,30
cellular,380.0,1.4,93.444,-36.1,4.964,5228.1,1002.0,2,1,49
telephone,644.5,1.1,93.994,-36.4,4.856,5191.0,1000.0,2,1,37
cellular,213.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,5,1,33
cellular,457.0,-1.8,93.876,-40.0,0.683,5008.7,1002.0,2,1,33
cellular,75.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,3,1,64
cellular,116.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,50
cellular,644.5,-1.8,93.075,-47.1,1.445,5099.1,1000.0,2,1,39
cellular,432.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,0,1,37
telephone,74.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,2,1,54
telephone,293.0,1.1,93.994,-36.4,4.864,5191.0,1005.0,1,1,49
cellular,169.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,2,1,34
cellular,141.0,-1.8,93.075,-47.1,1.415,5099.1,1005.0,2,1,61
cellular,52.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,2,1,78
cellular,179.0,-1.8,92.843,-50.0,1.531,5099.1,1000.0,2,1,85
cellular,644.5,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,48
cellular,208.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,0,1,48
cellular,356.0,-1.8,92.893,-46.2,1.327,5099.1,1002.0,4,1,39
telephone,485.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,3,1,46
telephone,343.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,4,1,39
cellular,138.0,-1.8,92.893,-46.2,1.25,5099.1,1002.0,0,1,34
telephone,11.0,1.4,94.465,-41.8,4.864,5228.1,1005.0,4,1,40
telephone,362.0,1.1,93.994,-36.4,4.858,5191.0,1004.0,4,1,43
telephone,89.0,-1.8,92.893,-46.2,1.354,5099.1,1004.0,2,1,55
cellular,200.0,1.4,93.444,-36.1,4.963,5228.1,1005.0,0,1,36
telephone,492.0,1.4,94.465,-41.8,4.866,5228.1,1001.0,1,1,44
cellular,253.0,-1.8,92.893,-46.2,1.313,5099.1,1002.0,0,1,51
cellular,165.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0,1,43
cellular,99.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,41
cellular,72.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,0,1,62
cellular,176.0,1.4,93.444,-36.1,4.967,5228.1,1002.0,0,1,37
telephone,137.0,-1.8,93.876,-40.0,0.699,5008.7,1000.0,2,1,49
telephone,202.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2,1,66
telephone,480.0,1.4,93.918,-42.7,4.961,5228.1,1005.0,0,1,38
cellular,250.0,-1.8,93.075,-47.1,1.445,5099.1,1000.0,2,1,79
telephone,20.0,1.4,94.465,-41.8,4.866,5228.1,1000.0,0,1,62
telephone,82.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,2,1,63
telephone,323.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,0,1,39
cellular,89.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,5,1,60
cellular,155.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,2,1,40
cellular,328.0,-1.8,93.369,-34.8,0.655,5008.7,1000.0,0,1,77
cellular,77.0,-1.8,92.893,-46.2,1.281,5099.1,1002.0,2,1,34
telephone,154.0,1.4,94.465,-41.8,4.865,5228.1,1001.0,2,1,44
cellular,274.0,-1.8,93.075,-47.1,1.498,5099.1,1001.0,0,1,45
cellular,166.0,-2.9,92.963,-40.8,1.268,5076.2,1001.0,2,1,47
cellular,183.0,1.4,93.444,-36.1,4.963,5228.1,1005.0,2,1,44
cellular,83.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,3,1,46
cellular,96.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,0,1,65
cellular,230.0,1.4,93.444,-36.1,4.965,5228.1,1003.0,0,1,60
telephone,364.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,2,1,34
telephone,135.0,1.4,94.465,-41.8,4.961,5228.1,1005.0,0,1,45
telephone,157.0,1.4,93.918,-42.7,4.963,5228.1,1003.0,2,1,35
cellular,324.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,0,1,32
telephone,113.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,3,1,44
telephone,467.0,1.1,93.994,-36.4,4.857,5191.0,1004.0,1,1,63
cellular,644.5,-2.9,92.963,-40.8,1.262,5076.2,1000.0,2,1,40
cellular,128.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,5,1,67
telephone,338.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,2,1,42
telephone,152.0,1.4,94.465,-41.8,4.961,5228.1,1003.0,2,1,63
telephone,41.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,3,1,38
cellular,435.0,1.4,93.918,-42.7,4.963,5228.1,1002.0,0,1,39
telephone,172.0,1.4,94.465,-41.8,4.96,5228.1,1005.0,3,1,49
telephone,237.0,-1.1,94.199,-37.5,0.88,4963.6,1001.0,0,1,45
cellular,200.0,1.4,93.918,-42.7,4.962,5228.1,1002.0,2,1,39
cellular,294.0,-1.8,92.893,-46.2,1.313,5099.1,1002.0,0,1,34
cellular,55.0,-1.8,92.893,-46.2,1.327,5099.1,1004.0,3,1,61
cellular,153.0,-3.4,92.379,-29.8,0.768,5017.5,997.0,3,3,46
cellular,223.0,-1.8,92.893,-46.2,1.27,5099.1,1003.0,2,1,39
cellular,68.0,1.4,93.918,-42.7,4.962,5228.1,1003.0,1,1,60
telephone,268.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,0,1,41
cellular,78.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,2,1,39
telephone,133.0,1.4,93.918,-42.7,4.962,5228.1,1005.0,1,1,69
cellular,225.0,-1.8,93.075,-47.1,1.405,5099.1,1004.0,3,2,49
telephone,404.0,1.4,94.465,-41.8,4.864,5228.1,1005.0,0,1,36
telephone,228.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,1,1,31
cellular,226.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,2,1,52
telephone,139.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,1,1,59
cellular,15.0,-1.8,92.893,-46.2,1.266,5099.1,1005.0,2,1,41
cellular,644.5,-1.8,92.893,-46.2,1.299,5099.1,1000.0,0,1,41
cellular,209.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,0,1,58
telephone,399.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0,1,53
cellular,307.0,-1.8,92.893,-46.2,1.313,5099.1,1000.0,3,1,57
cellular,158.0,-1.8,93.075,-47.1,1.466,5099.1,1000.0,2,1,61
cellular,172.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,2,1,43
telephone,193.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,1,1,54
cellular,644.5,-1.8,92.893,-46.2,1.244,5099.1,1005.0,2,1,54
cellular,9.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,3,1,31
cellular,54.0,-1.8,92.893,-46.2,1.266,5099.1,1005.0,2,1,34
cellular,198.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,3,1,62
telephone,400.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,3,1,58
cellular,232.0,1.4,93.918,-42.7,4.961,5228.1,1002.0,0,1,44
cellular,644.5,-3.4,92.431,-26.949999999999992,0.739,5017.5,1001.0,1,1,74
cellular,644.5,-0.1,93.2,-42.0,4.021,5195.8,997.0,2,3,60
cellular,369.0,-3.4,92.379,-29.8,0.803,5017.5,1000.0,2,1,96
telephone,69.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,1,1,43
telephone,270.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,3,1,56
cellular,110.0,1.4,93.444,-36.1,4.962,5228.1,1002.0,0,1,47
cellular,111.0,1.4,93.444,-36.1,4.968,5228.1,1004.0,5,1,50
cellular,118.0,-0.1,93.2,-42.0,4.153,5195.8,1002.0,2,1,55
telephone,37.0,1.4,94.465,-41.8,4.962,5228.1,1002.0,0,1,44
cellular,512.0,1.4,93.444,-36.1,4.964,5228.1,1004.0,2,1,67
cellular,70.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,5,1,43
cellular,642.0,-1.8,92.893,-46.2,1.244,5099.1,997.0,1,3,43
cellular,60.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,5,1,48
telephone,20.0,1.1,93.994,-36.4,4.857,5191.0,1005.0,2,1,54
cellular,127.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,2,1,39
telephone,73.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,47
cellular,339.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,1,1,44
telephone,102.0,-1.8,92.893,-46.2,1.244,5099.1,1005.0,2,1,62
telephone,163.0,1.4,94.465,-41.8,4.967,5228.1,1001.0,0,1,46
telephone,80.0,1.4,94.465,-41.8,4.865,5228.1,1002.0,0,1,67
cellular,291.0,-1.8,93.749,-34.6,0.645,5008.7,997.0,0,5,85
telephone,229.0,1.1,93.994,-36.4,4.859,5191.0,1001.0,1,1,40
telephone,32.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,2,1,34
cellular,436.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,58
cellular,58.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,0,1,40
cellular,139.0,-1.8,93.369,-34.8,0.652,5008.7,1005.0,0,1,42
telephone,143.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,2,1,34
cellular,436.0,1.4,93.918,-42.7,4.959,5228.1,1003.0,3,1,45
cellular,122.0,1.4,93.444,-36.1,4.962,5228.1,1000.0,2,1,49
cellular,422.0,1.4,93.918,-42.7,4.96,5228.1,1002.0,2,1,47
cellular,107.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,75
cellular,178.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,2,1,40
cellular,97.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,3,1,34
telephone,409.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,1,1,49
telephone,220.0,1.4,94.465,-41.8,4.959,5228.1,1005.0,2,1,58
telephone,307.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,2,1,42
